Date,Memory_Usage_Percentage,CPU_Usage_Percentage,Disk_Usage_Percentage,Monthly_Maintenance,Quarterly_Deployments,High_Severity_Issues
2023-02-23,56.11676288840868,77.6894577609574,82.21171490567646,0,0,0
2023-02-24,60.30999522495951,61.01277722115164,81.1958089586208,0,0,0
2023-02-25,59.31280119116199,90.91121887322981,91.61561451109243,0,0,0
2023-02-26,49.929389721328334,103.59613516397768,104.0141317091737,0,0,0
2023-02-27,56.28945148978543,67.51864532737667,95.02032190148248,0,0,0
2023-02-28,63.97516117684277,89.4882771171784,82.31602292499248,0,0,0
2023-03-01,71.70654152546831,83.61676709253264,44.13693759561621,0,0,0
2023-03-02,54.24990914585651,96.63536803558227,94.31083725918205,1,0,0
2023-03-03,57.77209228003419,54.631377709558116,88.98450449191468,0,0,0
2023-03-04,46.72398031192766,84.3489262799719,90.51789209268897,0,0,0
2023-03-05,45.645520511031954,91.05164076329258,53.35803418031257,0,0,0
2023-03-06,69.75030986873038,40.34268924438394,58.0546430302017,0,0,0
2023-03-07,76.27488034284987,50.701346772016045,109.27566847998969,0,0,0
2023-03-08,59.13587854103599,35.29382080031819,83.05067630744027,0,0,0
2023-03-09,72.04239477470429,67.15067697999795,100.35601673694298,0,0,0
2023-03-10,64.33963230057161,84.91576060432732,84.67964102713107,0,0,0
2023-03-11,52.25856294473851,99.0424269377285,84.71414734789789,0,0,0
2023-03-12,53.61395605508414,61.111421706296625,88.76567611951995,0,0,0
2023-03-13,65.38036566465969,84.42923318356938,59.679105435652524,0,0,0
2023-03-14,49.64173960890049,39.29847812677663,71.92241553881966,0,0,0
2023-03-15,65.64643655814007,34.44926340967268,60.75449422589915,0,0,0
2023-03-16,23.802548959102555,59.16678451655072,61.31007545135369,0,0,0
2023-03-17,58.21902504375224,65.76098173408961,63.816557530627215,0,0,0
2023-03-18,50.870470682381715,59.509578778588605,74.44267543267426,0,0,0
2023-03-19,47.009926495341325,28.98836849940185,60.42502756673045,0,0,0
2023-03-20,50.91760776535502,58.66319940730818,95.11512251147042,0,0,0
2023-03-21,30.124310853991073,40.43295749242721,52.107853955609926,0,0,0
2023-03-22,47.80328112162488,70.04508823245058,66.26256711677281,0,0,0
2023-03-23,53.57112571511746,65.49897369145272,61.2053788345165,0,0,0
2023-03-24,64.77894044741517,45.90180320508967,98.93955768707465,0,0,0
2023-03-25,44.81729781726352,52.2919962399496,73.93109553023149,0,0,0
2023-03-26,50.29807676528174,52.93415660599887,108.76426894724723,0,0,0
2023-03-27,53.97891547698556,70.87177624908291,48.346551047112676,0,0,0
2023-03-28,70.98482541242488,89.19256176902229,90.40920638086222,0,0,0
2023-03-29,63.94501331591621,54.256931165960204,105.35113909496248,0,0,0
2023-03-30,53.64287755479553,81.07283727932119,85.97481574261018,0,0,0
2023-03-31,66.15920919736027,62.45536286929607,109.57152900156844,0,0,0
2023-04-01,61.16493059217648,57.7282890192778,71.58507719759106,1,0,0
2023-04-02,71.62373988639467,70.07345352081796,117.82433856445391,0,0,0
2023-04-03,51.57536287347177,53.36563819645127,139.17355496686199,0,0,0
2023-04-04,56.068054240826775,62.03431250375072,75.29187454944818,0,0,0
2023-04-05,55.294702162414104,50.43819793340073,73.30793948638147,0,0,0
2023-04-06,42.43782062241458,107.365052392495,118.88122745082481,0,0,0
2023-04-07,63.55344332477491,72.63474393549112,121.9097314975371,0,0,0
2023-04-08,63.13266326615867,59.40494085613346,71.45135934832156,0,0,0
2023-04-09,50.05113456642461,63.20969866101333,61.596263658082854,0,0,0
2023-04-10,47.65412866624853,58.31507925463755,64.36430782278985,0,0,0
2023-04-11,35.84629257949586,56.685456007001655,43.11098977931446,0,0,0
2023-04-12,45.79354677234641,69.21250050065137,51.626961070316035,0,0,0
2023-04-13,46.572854834732304,71.36261565070957,49.91718466495864,0,0,0
2023-04-14,41.97722730778381,52.04248278584209,54.64404869791743,0,0,0
2023-04-15,48.387142883339905,51.3627263903298,69.30630225226437,0,0,0
2023-04-16,54.040508568145384,55.874224542725344,74.68429465073041,0,0,0
2023-04-17,68.8618590121053,25.471182528966224,101.01000985628154,0,0,0
2023-04-18,51.74577812831839,37.27213406702172,50.03291918522418,0,0,0
2023-04-19,52.57550390722764,80.50311401166786,89.68644796953167,0,0,0
2023-04-20,49.25554084233833,84.67451570251926,65.72022311548982,0,0,0
2023-04-21,30.812287847009586,56.264459406654325,69.01072580695134,0,0,0
2023-04-22,49.73486124550783,68.6483544458365,83.49638984333208,0,0,0
2023-04-23,60.72276251929232,77.60250278178364,57.05467148250484,0,0,0
2023-04-24,89.55890534982343,127.41985455219427,93.17783390841721,0,0,0
2023-04-25,57.69166842262653,92.15234840582237,87.99485299711334,0,0,0
2023-04-26,63.618568108003345,69.6974833533462,95.81883033619557,0,0,0
2023-04-27,59.58345876353708,54.80027206919234,90.94004745378763,0,0,0
2023-04-28,45.97586354856561,43.0839662353637,142.92720335786146,0,0,0
2023-04-29,73.71387377418024,75.66234544561001,68.69424037796841,0,0,0
2023-04-30,69.02319639224129,58.385686584882535,71.25607307995637,0,0,0
2023-05-01,69.49238336451656,46.399433227241865,69.04462736580565,1,0,0
2023-05-02,49.08735054246313,60.36168808363452,70.66854914015389,0,0,0
2023-05-03,76.83353173123318,52.53213593494088,68.70270894464358,0,0,0
2023-05-04,43.17778724649263,102.36854943130616,112.53639674658125,0,0,0
2023-05-05,67.04228512560324,87.8695156250901,118.09210195175652,0,0,0
2023-05-06,86.28546750971974,71.85649245630088,70.30208895001257,0,0,0
2023-05-07,40.09463674869312,82.19916208335039,53.352888537915426,0,0,0
2023-05-08,44.33702270397228,61.16052461471428,79.42831112772808,0,0,0
2023-05-09,50.99651365087641,47.08073698007605,58.95553911438057,0,0,0
2023-05-10,44.96524345883801,82.84686115904486,82.65863635511022,0,0,0
2023-05-11,34.493365689338674,68.08365065526988,74.058460417026,0,0,0
2023-05-12,50.68562974806027,44.441307685103155,39.68511770005536,0,0,0
2023-05-13,39.37696286273895,57.14491982874588,100.95010402660122,0,0,0
2023-05-14,54.73592430635182,46.86572619922865,105.91755346191044,0,0,0
2023-05-15,40.80575765766197,39.25800403553496,57.744226190312276,0,0,0
2023-05-16,65.4993440501754,73.89266321297463,62.24596880128032,0,0,1
2023-05-17,42.16746707663763,88.64124960705196,75.7173078144981,0,0,0
2023-05-18,46.77938483794324,39.02148639271288,76.6891357997405,0,0,0
2023-05-19,58.135172173696695,68.44453855035856,83.1708854534566,0,0,0
2023-05-20,37.69135683566045,50.2403614631726,110.20409077532699,0,0,0
2023-05-21,62.729519215249546,63.23174309223547,79.7532665401428,0,0,0
2023-05-22,75.68571305138913,61.33690936370035,64.8408661310771,0,0,0
2023-05-23,40.71020118526526,56.44816614576331,50.89633852765135,0,0,0
2023-05-24,62.21560630238764,72.87338930300689,66.45767904139394,0,0,0
2023-05-25,63.11859353098108,57.04289790460132,83.20495265102886,0,0,0
2023-05-26,69.38187446132773,76.8682228640371,127.06938872442691,0,0,0
2023-05-27,45.15659146946301,71.09571402991553,71.57732882313188,0,0,0
2023-05-28,44.15452064298868,67.69893515640462,89.37091083933356,0,0,0
2023-05-29,66.26329878740277,55.66385408325124,83.60585049425394,0,0,0
2023-05-30,63.563816078798226,61.61811604977001,112.521438562754,0,0,0
2023-05-31,63.005914204150514,85.59704206486361,144.6463782209669,1,0,0
2023-06-01,64.1573785139637,81.01650937723885,71.2591494499123,0,0,0
2023-06-02,51.83970334105811,54.40400559362608,72.25345337956267,0,0,0
2023-06-03,62.78704436593204,73.78798149772607,109.05986104965773,0,0,0
2023-06-04,52.93072473298681,71.27080685057683,83.63782979252623,0,0,0
2023-06-05,42.85648581973632,34.95892078317942,106.93414651472068,0,0,0
2023-06-06,68.65774511144757,68.15040288569902,81.67856370651927,0,0,0
2023-06-07,54.73832920911788,50.060643615812296,62.81415818425881,0,0,0
2023-06-08,38.08696502797351,68.5589800288974,81.81309661384618,0,0,0
2023-06-09,56.5655360863383,48.55111265186225,92.17407161165815,0,0,0
2023-06-10,40.253183297726785,32.92676849003222,86.40964362394729,0,0,0
2023-06-11,57.87084603742452,35.58686343175256,80.14548062214595,0,0,0
2023-06-12,61.58595579007404,60.72127419992073,91.33349379178307,0,0,0
2023-06-13,41.7931768164829,63.89583752582223,93.38591180891345,0,0,0
2023-06-14,59.63376129244322,46.43525062343387,97.64317982075055,0,0,0
2023-06-15,54.12780926936498,69.57888688166061,82.97419775179286,0,0,0
2023-06-16,58.2206015999449,35.0771990659656,66.65763839366291,0,0,0
2023-06-17,68.96792982653947,59.00880302029025,72.93427372866645,0,0,0
2023-06-18,57.05534260796555,50.201708404275784,112.95621519620056,0,0,0
2023-06-19,50.95516602771012,60.26695005956114,64.39354389630633,0,0,0
2023-06-20,49.32582684449372,72.85317608369546,92.84815941294963,0,0,0
2023-06-21,50.210276580414735,56.512559424888856,74.55986850414334,0,0,0
2023-06-22,59.074779487030746,65.07800020386314,84.6898757504356,0,0,0
2023-06-23,64.09382369779972,90.11327056585992,114.68284470257517,0,0,0
2023-06-24,63.32028959196023,61.61594634858332,88.58637763247768,0,0,0
2023-06-25,69.92619898843229,87.04245801717255,85.11447715574757,0,0,0
2023-06-26,60.156022702534884,51.66527661616288,51.363452616481936,0,0,0
2023-06-27,77.4424089258878,81.53647520247509,101.9100855846533,0,0,0
2023-06-28,56.82411800114453,97.9482351718422,99.4916203473858,0,0,0
2023-06-29,92.64202999907543,27.510398997708794,135.91811335933104,0,0,0
2023-06-30,67.50800817318007,57.65588540153141,76.61332236112798,1,0,0
2023-07-01,49.71410932300461,82.38729828924971,89.25960786393453,0,0,0
2023-07-02,39.29107501938888,56.95431920935511,74.9876736742151,0,0,0
2023-07-03,54.824724152431855,65.56718810056964,101.5490655952695,0,0,0
2023-07-04,47.76537214674149,50.94022219926269,68.09408935226095,0,0,0
2023-07-05,57.14000494092092,61.2988468120935,75.58043051540679,0,0,0
2023-07-06,54.73237624573545,57.664841469118805,82.15793019433079,0,0,0
2023-07-07,49.271710873431275,77.5167309248971,73.73218246312716,0,0,0
2023-07-08,41.532062819315954,63.816312649518196,61.071327708989436,0,0,0
2023-07-09,34.851527753141355,65.06403993112804,73.88179985796616,0,0,0
2023-07-10,45.53485047932979,53.82184550816299,91.47263499719544,0,0,0
2023-07-11,58.56398794323472,52.6859066389126,49.4696940117788,0,0,0
2023-07-12,52.14093744130204,53.51162718270569,72.65939348293752,0,0,0
2023-07-13,37.542612212880115,65.91678213567445,55.997583701216534,0,0,0
2023-07-14,51.73180925851182,53.68523278769605,93.90093257849685,0,0,0
2023-07-15,53.85317379728837,64.34662285344619,39.536261904324505,0,0,0
2023-07-16,49.393710765586405,109.35721437561789,70.58587566548188,0,0,0
2023-07-17,61.84470127134633,87.68024466177046,93.0530850015485,0,0,0
2023-07-18,60.698504621352,66.13157642097886,121.57257670162417,0,0,0
2023-07-19,46.284356426032524,93.62185059895101,82.42199373424829,0,0,0
2023-07-20,64.2934483241794,64.65464328561207,70.67521135936325,0,0,0
2023-07-21,66.72941431641881,35.31375836679863,129.14776966657416,0,0,0
2023-07-22,72.99661491810332,53.854446403486726,49.247666390010146,0,0,0
2023-07-23,72.64562462441883,38.3257454215346,31.228657041118037,0,0,0
2023-07-24,43.4679675845149,65.67275728725645,94.56034680127998,0,0,0
2023-07-25,48.74609952101853,72.33153082541193,71.95069861553733,0,0,0
2023-07-26,66.18042320650392,102.17587162095509,59.49041238886288,0,0,0
2023-07-27,66.1654314109465,77.88469272775494,101.00055473518447,0,0,0
2023-07-28,66.18057223567257,68.05619048144044,89.85121713050877,0,0,0
2023-07-29,106.23277788785666,86.9293004613028,70.4621128623185,0,0,0
2023-07-30,55.70890510693167,26.832970364881724,44.393912026582115,1,0,0
2023-07-31,61.35565640180599,63.53421837162849,87.44914656560289,0,0,0
2023-08-01,59.54001763493203,71.5629779083045,83.00402355917322,0,0,0
2023-08-02,56.51391251305798,37.821206313302376,68.01648272441234,0,0,0
2023-08-03,46.84730755359654,77.15631064810394,106.93273992095331,0,0,0
2023-08-04,57.589692204932675,65.07744611241621,48.598304673476946,0,0,0
2023-08-05,42.27174785462428,53.77068129148798,39.48949658150522,0,0,0
2023-08-06,47.63181393259991,69.49172799159427,56.16183860237511,0,0,0
2023-08-07,45.14636452170897,94.06039286706593,69.08827967289004,0,0,0
2023-08-08,50.81874139386323,62.72799382587743,74.86678898645384,0,0,0
2023-08-09,73.14658566673509,63.723308794505044,65.1752788428734,0,0,0
2023-08-10,31.32734807408252,53.109586506896335,77.04110793028593,0,0,0
2023-08-11,56.86260190374514,47.25233445802812,44.96921151619112,0,0,0
2023-08-12,33.87284128810349,72.45503724816368,98.87529208146519,0,0,0
2023-08-13,54.3368176105268,56.590491133640384,82.02837171857836,0,0,0
2023-08-14,73.0674071636084,73.28819226994906,110.81509995811506,0,0,1
2023-08-15,60.77136022914556,63.4021659582279,92.2254083130649,0,0,0
2023-08-16,47.06706266484832,80.62163686343506,94.9620772596908,0,0,0
2023-08-17,51.41635548888038,78.00591789516507,97.67441472557289,0,0,0
2023-08-18,68.1551729872161,90.67571899664217,94.74500544041555,0,0,0
2023-08-19,51.235600419394366,62.819704820614554,99.42534623682104,0,0,0
2023-08-20,62.59750307498369,67.14225116471931,115.89966072317834,0,0,0
2023-08-21,60.54686207884576,54.382253115918466,88.71650807283528,0,0,0
2023-08-22,52.18079582873019,64.00272131863,101.01609018212429,0,0,0
2023-08-23,85.7273290719039,78.79140887480735,81.84634333710656,0,0,0
2023-08-24,67.60702826781613,85.62579509961633,118.56281317078735,0,0,0
2023-08-25,35.69828896010871,55.401024164802735,67.76658475057752,0,0,0
2023-08-26,62.23745177723313,87.65290656190189,127.22257038985957,0,0,0
2023-08-27,43.38213535231612,80.33456788207427,69.19684098711313,0,0,0
2023-08-28,58.52433334796224,66.20152354835551,41.38449795763904,0,0,0
2023-08-29,42.07479261567299,88.151937188371,72.56208829821578,1,0,0
2023-08-30,48.85263558533101,48.39316201344641,56.37896685050238,0,0,0
2023-08-31,55.049872789804574,41.33017945032874,86.81287097977449,0,0,0
2023-09-01,58.657551941701215,33.319196266435824,56.947520413952184,0,0,0
2023-09-02,37.997035929442234,82.44066467233775,61.07633133570441,0,0,0
2023-09-03,46.654987641590516,69.81548484531086,32.209185381089384,0,0,0
2023-09-04,45.25054688839044,59.16622993634317,60.953873615018466,0,0,0
2023-09-05,43.46670767426288,64.19952939479731,21.52241346742087,0,0,0
2023-09-06,67.65454240281096,43.11766429052435,38.32194353028554,0,0,0
2023-09-07,54.049817109609556,96.68627969425239,85.20829312288595,0,0,0
2023-09-08,37.391160456649544,61.93831772962841,85.71600317301665,0,0,0
2023-09-09,59.17861947054776,61.64092191907339,78.50915123569929,0,0,0
2023-09-10,85.46587436415159,85.06379923017646,60.79257256489888,0,0,0
2023-09-11,72.38958312661376,80.65816617126083,82.85492745259248,0,0,0
2023-09-12,41.767560408551844,76.02991243702436,83.91353906182636,0,0,0
2023-09-13,54.189191125604985,57.771459801984385,56.199247459378974,0,0,0
2023-09-14,75.20293379023947,80.48643042844792,120.0815592424116,0,0,0
2023-09-15,51.507966412574625,105.8764409365506,105.05669497381611,0,0,0
2023-09-16,65.32583313775474,96.2175608307896,78.69685982808807,0,0,0
2023-09-17,69.29560864115204,100.67735927950913,84.64526013586874,0,0,0
2023-09-18,48.876834341062995,62.79811782423866,89.00118739074125,0,0,0
2023-09-19,59.2856957272584,54.18711323534554,34.998363157817025,0,0,0
2023-09-20,21.104791919171124,69.73583543820634,78.06774281950567,0,0,0
2023-09-21,47.707348303988525,73.0030484211965,67.63237804805283,0,0,0
2023-09-22,56.96918218328208,91.69544733247706,59.961119762522024,0,0,0
2023-09-23,45.02660181642181,41.535636665133254,77.25359297073707,0,0,0
2023-09-24,66.32411303931636,82.9432547919092,105.95373053699045,0,0,0
2023-09-25,35.69858622039367,57.629881521315156,82.8168572253402,0,0,0
2023-09-26,45.599555133030165,53.5967839507887,58.57642020434406,0,0,0
2023-09-27,51.30740577286091,44.81843437109749,81.45165562712317,0,0,0
2023-09-28,64.41273289066116,35.177149922013456,97.98710873172004,1,0,0
2023-09-29,35.6413784882056,72.34755875942872,88.49267365825537,0,0,0
2023-09-30,61.63163752154959,61.09976950782606,71.19260739840348,0,0,0
2023-10-01,50.10233061019587,40.65058650388419,57.061264445888526,0,0,0
2023-10-02,40.18491348952049,40.57381841904576,83.96446627227179,0,0,0
2023-10-03,54.62103474263271,54.96322951064808,77.86970770843499,0,0,0
2023-10-04,51.9905969557347,85.0353228793409,87.90386440055465,0,0,0
2023-10-05,43.99783122841205,56.10612972954593,82.70343603363939,0,0,0
2023-10-06,50.69802084990019,37.45285570322841,90.9910543063867,0,0,0
2023-10-07,46.1468640313824,56.313854038710836,59.29529576878864,0,0,0
2023-10-08,61.362208143014975,67.09097574454192,115.61745757522381,0,0,0
2023-10-09,67.94556809425256,23.456040427051708,88.74239051261759,0,0,0
2023-10-10,79.03220179374422,71.02269240267938,133.80626094300635,0,0,0
2023-10-11,45.146214014077806,67.84317845624379,67.45949236585037,0,0,0
2023-10-12,85.5964004958752,84.53171456664153,125.66313127596598,0,0,0
2023-10-13,36.574946405729975,105.28120970901621,88.74985880310354,0,0,0
2023-10-14,58.178578859572994,92.27817053185964,68.36596791325323,0,0,0
2023-10-15,67.05980647781492,67.16000357001305,72.38673998269628,0,0,0
2023-10-16,63.37190241282039,52.08253364264993,76.31166460333631,0,0,0
2023-10-17,52.52760576215287,118.32047645849748,94.179982713646,0,0,0
2023-10-18,57.50253299571269,73.06593181226079,96.548051712852,0,0,0
2023-10-19,54.083988784094004,72.25072725443303,70.2311999054741,0,0,0
2023-10-20,52.927622916669456,71.56574843201994,83.41548978573641,0,0,0
2023-10-21,70.19522516425229,75.56552569382139,135.41448860668473,0,0,0
2023-10-22,53.57015485965047,57.834593821140864,104.55086340201423,0,0,0
2023-10-23,43.070904047393455,51.39506989679646,78.72647339348065,0,0,0
2023-10-24,58.995998754332504,51.79711588139412,70.760069563364,0,0,0
2023-10-25,53.072995208766095,59.50870094676002,72.40062653436523,0,0,0
2023-10-26,58.1286211883896,51.84862843299352,82.27035945460833,0,0,0
2023-10-27,56.29628841923612,49.30731325984253,49.54414869603189,0,0,0
2023-10-28,41.710049890779274,61.596453415378456,64.8524692515331,1,0,0
2023-10-29,44.39818959803031,56.17534173868717,36.62831852244821,0,0,0
2023-10-30,57.472936051232615,82.55989482874033,77.98446245210559,0,0,0
2023-10-31,56.10370265433465,20.235452874104823,82.94391879405482,0,0,0
2023-11-01,49.79098406035852,76.37260277883692,60.33627075401252,0,0,0
2023-11-02,51.17327383308782,78.69127788746444,101.47973526580066,0,0,0
2023-11-03,62.77664895788425,28.89914651387776,45.484686739953176,0,0,0
2023-11-04,44.0842861116417,54.85968608879477,40.7125023958036,0,0,0
2023-11-05,66.56516857404044,65.31406441207575,89.38684364543933,0,0,0
2023-11-06,57.573688170793275,46.66478949507922,109.1303592626917,0,0,0
2023-11-07,57.38782556127335,57.999299623364244,124.41426459498885,0,0,0
2023-11-08,73.18532222384627,52.009634781615084,72.98677769114543,0,0,0
2023-11-09,69.90499618785636,103.54086798162521,109.8883400023511,0,0,0
2023-11-10,69.76211563200766,88.8422110766543,83.07579673198302,0,0,0
2023-11-11,75.66574568585195,94.88799170989485,79.85694480142033,0,0,0
2023-11-12,60.25204609959311,84.99009715277823,105.20783849968014,0,0,1
2023-11-13,68.18343565553957,51.67706811808987,99.65574908192207,0,0,0
2023-11-14,56.27679892087853,62.55863520696407,46.16658823237801,0,0,0
2023-11-15,63.8899962298613,80.80874210210253,119.4369683934215,0,0,0
2023-11-16,58.438283347587785,50.001699439944986,117.12219249953883,0,0,0
2023-11-17,61.16395157991262,84.83397174310298,68.9864951637713,0,0,0
2023-11-18,67.14188430524297,67.67414283315357,93.49928480249781,0,0,0
2023-11-19,41.81779316766527,54.377687886756036,79.88060372565478,0,0,0
2023-11-20,70.9238727568546,70.66439952305237,75.21347531647814,0,0,0
2023-11-21,39.93982618500298,66.6639496722906,58.9938969230916,0,0,0
2023-11-22,37.85811387212268,54.585507512713804,56.56753264123897,0,0,0
2023-11-23,61.581108735000676,77.38994705046372,69.48891858017109,0,0,0
2023-11-24,57.91662693962936,43.78405008600154,93.45458038518728,0,0,0
2023-11-25,56.24119817052155,69.23903410416395,80.87200309188864,0,0,0
2023-11-26,56.2834550926428,68.89651886952575,62.58771335827788,0,0,0
2023-11-27,49.87753227153085,55.35680341029015,85.43397421296689,1,0,0
2023-11-28,41.02745628514168,64.89199533363177,13.02914758739849,0,0,0
2023-11-29,50.75804558193726,41.23329635422046,92.97531400744207,0,0,0
2023-11-30,43.22838288487888,73.86040528810352,35.20572442443801,0,0,0
2023-12-01,59.75119733417751,57.22646795335516,62.751181171937354,0,0,0
2023-12-02,48.52942618497861,52.15915469221441,47.60660210747712,0,0,0
2023-12-03,50.09403363848986,90.882166065064,52.92764458269826,0,0,0
2023-12-04,56.14336990016408,59.32181357023033,111.85984289708446,0,0,0
2023-12-05,64.95517745130749,46.647696665455925,72.7751711685146,0,0,0
2023-12-06,53.2353053663523,43.98067487656973,92.31609316153718,0,0,0
2023-12-07,50.13335525320282,82.90817912422152,82.87390610689958,0,0,0
2023-12-08,62.924246537902945,48.9522716550669,95.44897985335491,0,0,0
2023-12-09,62.93959885330467,103.58629527571857,85.84372538544613,0,0,0
2023-12-10,53.91668189554644,34.525270658093,53.208186619474326,0,0,0
2023-12-11,54.34754033258013,102.5362146292207,107.91040366673136,0,0,0
2023-12-12,62.78459924829163,75.79831440964713,72.1498420041285,0,0,0
2023-12-13,42.62298790203211,70.25916398633294,46.64203443216598,0,0,0
2023-12-14,43.11043470748134,62.1914564374389,73.7252361368181,0,0,0
2023-12-15,51.37866934497077,79.18445005833728,120.01823497522345,0,0,0
2023-12-16,57.438634179457836,71.32257535635273,104.40532181072383,0,0,0
2023-12-17,53.10907565598005,76.54952823024783,63.026957311842814,0,0,0
2023-12-18,64.75356216949552,61.7134147299306,63.014845913631426,0,0,0
2023-12-19,58.576596232020194,62.25452642192816,63.56729897565235,0,0,0
2023-12-20,48.40061470036573,54.54581681679216,111.53495967121682,0,0,0
2023-12-21,49.80983792097311,59.14581564418399,77.63870904463107,0,0,0
2023-12-22,39.97470635362191,64.6170265333809,78.60083294382139,0,0,0
2023-12-23,49.8148686400761,34.347474110150614,90.60566908063684,0,0,0
2023-12-24,47.11341361079862,39.77721866841431,74.77578318053027,0,0,0
2023-12-25,53.227185603380896,71.14896141034072,64.81915708358594,0,0,0
2023-12-26,41.727690564476774,62.562981571919124,66.07300301830044,0,0,0
2023-12-27,55.193465142411725,57.24024995470981,68.56797481171873,1,0,0
2023-12-28,65.32738913002578,60.2765089959809,69.25555526980317,0,0,0
2023-12-29,48.91239851543143,65.21372558042506,84.5525908727396,0,0,0
2023-12-30,54.01711722098941,51.90360479535958,71.03891771614599,0,0,0
2023-12-31,68.28172790053335,57.99051494275837,101.5833618531739,0,0,0
